
SetupTitle, Family
PrimitiveTest, I/V Sweep
DataValue, 0.14, 0.000125, 0, -2.2246399999999998E-08, 0.3832, -0.00012494
DataValue, 0.16, 0.000125, 0, -4.1545399999999994E-08, 0.40152, -0.00012492000000000002
DataValue, 0.18, 0.000125, 0, -8.0661799999999987E-08, 0.42116, -0.00012488
DataValue, 0.2, 0.000125, 0, -1.4204E-07, 0.44139999999999996, -0.00012482000000000001
DataValue, 0.22, 0.000125, 0, -2.4788E-07, 0.46427999999999997, -0.0001247
DataValue, 0.24, 0.000125, 0, -4.3878E-07, 0.48184, -0.00012446
DataValue, 0.26, 0.000125, 0, -7.6004E-07, 0.50444, -0.00012418000000000002
DataValue, 0.28, 0.000125, 0, -1.2376000000000002E-06, 0.5212, -0.00012372000000000002
DataValue, 0.3, 0.000125, 0, -1.8093000000000002E-06, 0.54104, -0.00012308000000000002
DataValue, 0.32, 0.000125, 0, -2.5349E-06, 0.5616, -0.00012244
DataValue, 0.34, 0.000125, 0, -3.5020000000000005E-06, 0.58251999999999993, -0.00012150000000000001
DataValue, 0.36, 0.000125, 0, -4.3766000000000006E-06, 0.60192, -0.00012058
DataValue, 0.38, 0.000125, 0, -5.5119000000000005E-06, 0.62168, -0.00011944000000000001
DataValue, 0.4, 0.000125, 0, -6.7407000000000005E-06, 0.64152, -0.0001183
DataValue, 0.42, 0.000125, 0, -7.971E-06, 0.6612, -0.00011678
DataValue, 0.44, 0.000125, 0, -9.5143000000000014E-06, 0.68136, -0.00011536000000000001
DataValue, 0.46, 0.000125, 0, -1.1270200000000001E-05, 0.70188, -0.00011360000000000001
DataValue, 0.48, 0.000125, 0, -1.3282000000000001E-05, 0.72064, -0.00011162
DataValue, 0.5, 0.000125, 0, -1.5530000000000002E-05, 0.74052, -0.0001094
DataValue, 0.52, 0.000125, 0, -1.7858E-05, 0.75979999999999992, -0.00010698000000000001
DataValue, 0.54, 0.000125, 0, -2.0458E-05, 0.78008, -0.00010442
DataValue, 0.56, 0.000125, 0, -2.3438E-05, 0.79943999999999993, -0.00010142
DataValue, 0.58, 0.000125, 0, -2.6874E-05, 0.8194, -9.7744E-05
DataValue, 0.6, 0.000125, 0, -3.0458000000000002E-05, 0.84048, -9.445E-05
DataValue, 0.62, 0.000125, 0, -3.4716000000000004E-05, 0.85915999999999992, -9.0574E-05
DataValue, 0.64, 0.000125, 0, -3.8844E-05, 0.87903999999999993, -8.6122E-05
DataValue, 0.66, 0.000125, 0, -4.3912E-05, 0.90152, -8.0932E-05
DataValue, 0.68, 0.000125, 0, -4.885E-05, 0.91864, -7.6598E-05
DataValue, 0.70000000000000007, 0.000125, 0, -5.4000000000000005E-05, 0.93784, -7.0932E-05
DataValue, 0.72, 0.000125, 0, -5.9760000000000004E-05, 0.95776, -6.4996E-05
DataValue, 0.74, 0.000125, 0, -6.6204E-05, 0.97908, -5.8902E-05
DataValue, 0.76, 0.000125, 0, -7.334E-05, 0.99652, -5.1956E-05
DataValue, 0.78, 0.000125, 0, -8.0808E-05, 1.01752, -4.384E-05
DataValue, 0.8, 0.000125, 0, -8.8002E-05, 1.03492, -3.723E-05
DataValue, 0.82000000000000006, 0.000125, 0, -9.5972000000000009E-05, 1.05464, -2.8630000000000002E-05
DataValue, 0.84, 0.000125, 0, -0.000104438, 1.07432, -1.9756000000000002E-05
DataValue, 0.86, 0.000125, 0, -0.00011467400000000001, 1.09092, -1.203E-05
DataValue, 0.88, 0.000125, 0, -0.0001236, 1.1128, -1.4843000000000001E-06
DataValue, 0.9, 0.000125, 0, -0.00013372000000000001, 1.13236, 9.4710000000000013E-06
DataValue, 0.92, 0.000125, 0, -0.00014446, 1.1518, 1.9614000000000002E-05
DataValue, 0.94000000000000006, 0.000125, 0, -0.00015552, 1.1698, 3.0952E-05
DataValue, 0.96, 0.000125, 0, -0.00016718, 1.19092, 4.2354E-05
DataValue, 0.98, 0.000125, 0, -0.00017916, 1.20916, 5.4722E-05
DataValue, 1, 0.000125, 0, -0.00019262, 1.2292399999999999, 6.743E-05
DataValue, 1.02, 0.000125, 0, -0.00020586, 1.2487599999999999, 8.1356E-05
DataValue, 1.04, 0.000125, 0, -0.00021982000000000002, 1.268, 9.48E-05
DataValue, 1.06, 0.000125, 0, -0.00023276000000000001, 1.28548, 0.00010864200000000001
DataValue, 1.08, 0.000125, 0, -0.00024958, 1.30524, 0.00012432
DataValue, 1.1, 0.000125, 0, -0.00026486, 1.32504, 0.00013962000000000002
DataValue, 1.12, 0.000125, 0, -0.00028032, 1.34656, 0.0001551
DataValue, 1.1400000000000001, 0.000125, 0, -0.00029768000000000004, 1.3628, 0.00017178
DataValue, 1.16, 0.000125, 0, -0.00031286000000000004, 1.38192, 0.0001889
DataValue, 1.18, 0.000125, 0, -0.00033142, 1.4010399999999998, 0.00020576
DataValue, 1.2, 0.000125, 0, -0.00034952000000000003, 1.4196, 0.00022428000000000001
DataValue, 1.22, 0.000125, 0, -0.00036838, 1.43876, 0.00024394000000000003
DataValue, 1.24, 0.000125, 0, -0.00038772000000000004, 1.45688, 0.00026222
DataValue, 1.26, 0.000125, 0, -0.00040678000000000003, 1.4749599999999998, 0.0002809
DataValue, 1.28, 0.000125, 0, -0.00042834000000000004, 1.49548, 0.0003042
DataValue, 1.3, 0.000125, 0, -0.00044954, 1.51372, 0.00032456
DataValue, 1.32, 0.000125, 0, -0.00047072000000000005, 1.5328, 0.00034592
DataValue, 1.34, 0.000125, 0, -0.00049238, 1.5513599999999999, 0.00036854000000000005
DataValue, 1.36, 0.000125, 0, -0.00051566, 1.56996, 0.00039076000000000003
DataValue, 1.3800000000000001, 0.000125, 0, -0.00053912, 1.58896, 0.00041434
DataValue, 1.4000000000000001, 0.000125, 0, -0.00056122000000000008, 1.607, 0.00043734000000000004
DataValue, 1.42, 0.000125, 0, -0.00058662, 1.62632, 0.00046166
DataValue, 1.44, 0.000125, 0, -0.00061210000000000008, 1.6443599999999998, 0.00048562000000000003
DataValue, 1.46, 0.000125, 0, -0.00063672, 1.6625999999999999, 0.00051302
DataValue, 1.48, 0.000125, 0, -0.0006637, 1.6810399999999999, 0.00053932
DataValue, 1.5, 0.000125, 0, -0.00068992, 1.7001199999999999, 0.00056432
DataValue, 1.52, 0.000125, 0, -0.00071608, 1.71864, 0.00059264000000000007
DataValue, 1.54, 0.000125, 0, -0.00074724, 1.7371999999999999, 0.00062146
DataValue, 1.56, 0.000125, 0, -0.00077452, 1.75636, 0.00064998000000000009
DataValue, 1.58, 0.000125, 0, -0.0008004, 1.7722, 0.00067542
DataValue, 1.6, 0.000125, 0, -0.00083134000000000007, 1.79212, 0.00070392
DataValue, 1.62, 0.000125, 0, -0.00085792000000000008, 1.80996, 0.00073270000000000008
DataValue, 1.6400000000000001, 0.000125, 0, -0.00088998000000000007, 1.8281999999999998, 0.0007653
DataValue, 1.6600000000000001, 0.000125, 0, -0.00091996, 1.8441999999999998, 0.00079314
DataValue, 1.68, 0.000125, 0, -0.00095176000000000006, 1.86468, 0.00082532
DataValue, 1.7, 0.000125, 0, -0.00098300000000000015, 1.88468, 0.00086504000000000008
DataValue, 1.72, 0.000125, 0, -0.0010146600000000001, 1.9012, 0.00089046
DataValue, 1.74, 0.000125, 0, -0.0010476600000000002, 1.91752, 0.0009225800000000001
DataValue, 1.76, 0.000125, 0, -0.00108026, 1.93956, 0.00095550000000000008
DataValue, 1.78, 0.000125, 0, -0.0011149200000000002, 1.95416, 0.0009888
DataValue, 1.8, 0.000125, 0, -0.0011485, 1.97204, 0.00102282
DataValue, 1.82, 0.000125, 0, -0.0011816, 1.98928, 0.0010544200000000001
DataValue, 1.84, 0.000125, 0, -0.0012172, 2.0074799999999997, 0.00109252
DataValue, 1.86, 0.000125, 0, -0.0012516, 2.02596, 0.0011251800000000002
DataValue, 1.8800000000000001, 0.000125, 0, -0.0012818, 2.04308, 0.0011604
DataValue, 1.9000000000000001, 0.000125, 0, -0.0013212, 2.05984, 0.0011948
DataValue, 1.92, 0.000125, 0, -0.0013572, 2.07808, 0.001235
DataValue, 1.94, 0.000125, 0, -0.0013944, 2.0965599999999998, 0.0012674000000000001
DataValue, 1.96, 0.000125, 0, -0.0014352, 2.1129599999999997, 0.0013044
DataValue, 1.98, 0.000125, 0, -0.001469, 2.13056, 0.0013442
DataValue, 2, 0.000125, 0, -0.0015078000000000001, 2.14804, 0.0013784000000000001
DataValue, 2.02, 0.000125, 0, -0.0015464, 2.1655599999999997, 0.0014184
DataValue, 2.04, 0.000125, 0, -0.0015862, 2.18324, 0.0014606
DataValue, 2.06, 0.000125, 0, -0.0016284000000000001, 2.20008, 0.001502
DataValue, 2.08, 0.000125, 0, -0.001662, 2.217, 0.0015442000000000001
DataValue, 2.1, 0.000125, 0, -0.0017038, 2.2339, 0.0015806
DataValue, 2.12, 0.000125, 0, -0.0017394, 2.2520000000000002, 0.0016192000000000001
DataValue, 2.14, 0.000125, 0, -0.0017874, 2.2688, 0.0016626
DataValue, 2.16, 0.000125, 0, -0.0018298000000000001, 2.2862, 0.0017096000000000001
DataValue, 2.18, 0.000125, 0, -0.0018738000000000001, 2.3031, 0.0017448000000000001
DataValue, 2.2, 0.000125, 0, -0.0019134, 2.3182, 0.0017874
DataValue, 2.22, 0.000125, 0, -0.0019564, 2.3356000000000003, 0.0018290000000000001
DataValue, 2.24, 0.000125, 0, -0.0020032, 2.3549, 0.0018756
DataValue, 2.2600000000000002, 0.000125, 0, -0.0020444, 2.3703000000000003, 0.0019162
DataValue, 2.2800000000000002, 0.000125, 0, -0.002081, 2.3869000000000002, 0.0019558
DataValue, 2.3000000000000003, 0.000125, 0, -0.0021272, 2.4042000000000003, 0.0019966
DataValue, 2.32, 0.000125, 0, -0.0021650000000000003, 2.4201, 0.002037
DataValue, 2.34, 0.000125, 0, -0.0022048000000000002, 2.4353000000000002, 0.0020838000000000002
DataValue, 2.36, 0.000125, 0, -0.0022358, 2.4489, 0.0021108
DataValue, 2.38, 0.000125, 0, -0.0022836, 2.4640000000000004, 0.0021652
DataValue, 2.4, 0.000125, 0, -0.0023342000000000003, 2.4841, 0.0022126
DataValue, 2.42, 0.000125, 0, -0.0023818, 2.5011, 0.0022556
DataValue, 2.44, 0.000125, 0, -0.002422, 2.5153000000000003, 0.0022882
DataValue, 2.46, 0.000125, 0, -0.0024474, 2.5297, 0.0023258000000000003
DataValue, 2.48, 0.000125, 0, -0.0024902, 2.5444, 0.002372
DataValue, 2.5, 0.000125, 0, -0.0025412, 2.5597000000000003, 0.0024144
DataValue, 2.52, 0.000125, 0, -0.0025858, 2.5764, 0.0024576
DataValue, 2.54, 0.000125, 0, -0.0026212, 2.5903, 0.0024938
DataValue, 2.56, 0.000125, 0, -0.0026544, 2.6047000000000002, 0.0025286
DataValue, 2.58, 0.000125, 0, -0.0027022, 2.6194, 0.0025746000000000002
DataValue, 2.6, 0.000125, 0, -0.0027364, 2.6324, 0.0026056
DataValue, 2.62, 0.000125, 0, -0.0027686, 2.6448, 0.002647
DataValue, 2.64, 0.000125, 0, -0.0028038, 2.6573, 0.0026768
DataValue, 2.66, 0.000125, 0, -0.002833, 2.6678, 0.0027052
DataValue, 2.68, 0.000125, 0, -0.0028536, 2.6769000000000003, 0.0027294
DataValue, 2.7, 0.000125, 0, -0.0028714, 2.6868000000000003, 0.0027478
DataValue, 2.72, 0.000125, 0, -0.0028904, 2.6969000000000003, 0.002765
DataValue, 2.74, 0.000125, 0, -0.0029042, 2.7048, 0.0027774
DataValue, 2.7600000000000002, 0.000125, 0, -0.0029136, 2.7110000000000003, 0.0027894
DataValue, 2.7800000000000002, 0.000125, 0, -0.0029194, 2.716, 0.0027982000000000003
DataValue, 2.8000000000000003, 0.000125, 0, -0.0029266, 2.7219, 0.0028024
DataValue, 2.82, 0.000125, 0, -0.0029302, 2.7278000000000002, 0.0028048
DataValue, 2.84, 0.000125, 0, -0.0029326, 2.7326, 0.0028094
DataValue, 2.86, 0.000125, 0, -0.0029344, 2.7374, 0.0028094
DataValue, 2.88, 0.000125, 0, -0.0029368000000000003, 2.7421, 0.0028082
DataValue, 2.9, 0.000125, 0, -0.0029384, 2.7458, 0.0028116
DataValue, 2.92, 0.000125, 0, -0.0029368000000000003, 2.7516000000000003, 0.0028142
DataValue, 2.94, 0.000125, 0, -0.0029408, 2.7557, 0.002813
DataValue, 2.96, 0.000125, 0, -0.0029424, 2.758, 0.0028174
DataValue, 2.98, 0.000125, 0, -0.0029438, 2.7665, 0.0028172
DataValue, 3, 0.000125, 0, -0.0029378, 2.7712000000000003, 0.0027882000000000002
DataValue, 3.02, 0.000125, 0, -0.0029434, 2.7665, 0.0028116
DataValue, 3.04, 0.000125, 0, -0.0029158, 2.7755, 0.0028186
DataValue, 3.06, 0.000125, 0, -0.0029462, 2.7849000000000004, 0.002821
DataValue, 3.08, 0.000125, 0, -0.0029484, 2.7880000000000003, 0.0028214
DataValue, 3.1, 0.000125, 0, -0.0029394, 2.7927000000000004, 0.0028250000000000003
DataValue, 3.12, 0.000125, 0, -0.002938, 2.7989, 0.0027688
DataValue, 3.14, 0.000125, 0, -0.0029512, 2.7852, 0.0027974000000000002
DataValue, 3.16, 0.000125, 0, -0.0029054000000000003, 2.7972, 0.0028278
DataValue, 3.18, 0.000125, 0, -0.0029534, 2.8127000000000004, 0.0028302
DataValue, 3.2, 0.000125, 0, -0.0029538, 2.8108000000000004, 0.0028088
DataValue, 3.22, 0.000125, 0, -0.0029174, 2.8141000000000003, 0.0028148
DataValue, 3.24, 0.000125, 0, -0.002928, 2.8237, 0.0027882000000000002
DataValue, 3.2600000000000002, 0.000125, 0, -0.0029508, 2.8037, 0.0027844000000000002
DataValue, 3.2800000000000002, 0.000125, 0, -0.0028764, 2.8177000000000003, 0.0028314
DataValue, 3.3000000000000003, 0.000125, 0, -0.0029564, 2.8399, 0.0028344
DataValue, 3.3200000000000003, 0.000125, 0, -0.0029596, 2.8376, 0.0027964
DataValue, 3.34, 0.000125, 0, -0.002926, 2.8326000000000002, 0.002801
DataValue, 3.36, 0.000125, 0, -0.0029264, 2.8343000000000003, 0.0028378
DataValue, 3.38, 0.000125, 0, -0.0029318, 2.8581000000000003, 0.002771
DataValue, 3.4, 0.000125, 0, -0.0028738, 2.8376, 0.0028278
DataValue, 3.42, 0.000125, 0, -0.0028982, 2.8674000000000004, 0.0028302
DataValue, 3.44, 0.000125, 0, -0.0029544000000000003, 2.874, 0.0027986
DataValue, 3.46, 0.000125, 0, -0.002966, 2.8611000000000004, 0.0027902
DataValue, 3.48, 0.000125, 0, -0.0029044, 2.8569000000000004, 0.0027938
DataValue, 3.5, 0.000125, 0, -0.002917, 2.8598000000000003, 0.002795
DataValue, 3.52, 0.000125, 0, -0.0029128, 2.8795, 0.0027868
DataValue, 3.54, 0.000125, 0, -0.0029418, 2.862, 0.0027666
DataValue, 3.56, 0.000125, 0, -0.0028468, 2.8653000000000004, 0.0028354
DataValue, 3.58, 0.000125, 0, -0.0028956, 2.9017000000000004, 0.002832
DataValue, 3.6, 0.000125, 0, -0.0029444000000000002, 2.9061000000000003, 0.0028510000000000002
DataValue, 3.62, 0.000125, 0, -0.0029572, 2.9161, 0.0027728
DataValue, 3.64, 0.000125, 0, -0.002942, 2.8845, 0.0027948
DataValue, 3.66, 0.000125, 0, -0.0029106, 2.8921, 0.0028538
DataValue, 3.68, 0.000125, 0, -0.002909, 2.9332000000000003, 0.0027534
DataValue, 3.7, 0.000125, 0, -0.0029820000000000003, 2.8879, 0.0027662
DataValue, 3.72, 0.000125, 0, -0.0028852, 2.8930000000000002, 0.0028124
DataValue, 3.74, 0.000125, 0, -0.002965, 2.9314000000000004, 0.0027616
DataValue, 3.7600000000000002, 0.000125, 0, -0.0029074, 2.9093000000000004, 0.0027954
DataValue, 3.7800000000000002, 0.000125, 0, -0.002916, 2.9160000000000004, 0.0027868
DataValue, 3.8000000000000003, 0.000125, 0, -0.0029228, 2.9298, 0.002863
DataValue, 3.8200000000000003, 0.000125, 0, -0.0029156, 2.9416, 0.0027768
DataValue, 3.84, 0.000125, 0, -0.0029056, 2.9551000000000003, 0.0027694
DataValue, 3.86, 0.000125, 0, -0.0028974, 2.9345000000000003, 0.0028028000000000003
DataValue, 3.88, 0.000125, 0, -0.0029376, 2.9479, 0.002871
DataValue, 3.9, 0.000125, 0, -0.002953, 2.9309000000000003, 0.0027896
DataValue, 3.92, 0.000125, 0, -0.0028812, 2.9406000000000003, 0.0028328
DataValue, 3.94, 0.000125, 0, -0.0029184000000000002, 2.9764000000000004, 0.0028194
DataValue, 3.96, 0.000125, 0, -0.0029418, 2.9959000000000002, 0.0027854
DataValue, 3.98, 0.000125, 0, -0.0029338, 2.9584, 0.0028316
DataValue, 4, 0.000125, 0, -0.0029514, 2.9655, 0.0028014
